Time [s], Analyzer Name, Decoded Protocol Result
2.574655000000000,HDMI CEC,Header SRC='0' (0x0) (TV), DST='12' (0xC) (Reserved1)
2.594097500000000,HDMI CEC,End of Message = 1
2.596528500000000,HDMI CEC,Acknowledgment = 0
2.622731000000000,HDMI CEC,Start Sequence
2.627289000000000,HDMI CEC,Header SRC='0' (0x0) (TV), DST=\r (0xD) (Reserved2)
2.646730000000000,HDMI CEC,End of Message = 1
2.649159000000000,HDMI CEC,Acknowledgment = 0
2.657255500000000,HDMI CEC,Start Sequence
2.661813500000000,HDMI CEC,Header SRC='0' (0x0) (TV), DST=\r (0xD) (Reserved2)
2.681254500000000,HDMI CEC,End of Message = 1
2.683685500000000,HDMI CEC,Acknowledgment = 0
2.691177500000000,HDMI CEC,Start Sequence
2.695733000000000,HDMI CEC,Header SRC='0' (0x0) (TV), DST=\r (0xD) (Reserved2)
2.715178000000000,HDMI CEC,End of Message = 1
2.717608500000000,HDMI CEC,Acknowledgment = 0
2.744774500000000,HDMI CEC,Start Sequence
2.749331500000000,HDMI CEC,Header SRC='0' (0x0) (TV), DST='14' (0xE) (FreeUse)
2.768773000000000,HDMI CEC,End of Message = 1
2.771203000000000,HDMI CEC,Acknowledgment = 0
2.779302500000000,HDMI CEC,Start Sequence
2.783860500000000,HDMI CEC,Header SRC='0' (0x0) (TV), DST='14' (0xE) (FreeUse)
2.803300000000000,HDMI CEC,End of Message = 1
2.805729500000000,HDMI CEC,Acknowledgment = 0
2.813217500000000,HDMI CEC,Start Sequence
2.817771000000000,HDMI CEC,Header SRC='0' (0x0) (TV), DST='14' (0xE) (FreeUse)
2.837204000000000,HDMI CEC,End of Message = 1
2.839633000000000,HDMI CEC,Acknowledgment = 0
2.868061000000000,HDMI CEC,Start Sequence
2.872618000000000,HDMI CEC,Header SRC='0' (0x0) (TV), DST='5' (0x5) (AudioSystem)
2.892059500000000,HDMI CEC,End of Message = 0
2.894486500000000,HDMI CEC,Acknowledgment = 1
2.896915500000000,HDMI CEC,Opcode '164' (0xA4) (Invalid)
2.916356000000000,HDMI CEC,End of Message = 0
2.918787000000000,HDMI CEC,Acknowledgment = 1
2.940659000000000,HDMI CEC,End of Message = 0
2.943088500000000,HDMI CEC,Acknowledgment = 1
2.964959000000000,HDMI CEC,End of Message = 0
2.967390000000000,HDMI CEC,Acknowledgment = 1
2.989261500000000,HDMI CEC,End of Message = 0
2.991691500000000,HDMI CEC,Acknowledgment = 1
3.013562000000000,HDMI CEC,End of Message = 1
3.015989000000000,HDMI CEC,Acknowledgment = 1
3.879238000000000,HDMI CEC,Start Sequence
3.883794000000000,HDMI CEC,Header SRC='0' (0x0) (TV), DST='5' (0x5) (AudioSystem)
3.903229000000000,HDMI CEC,End of Message = 0
3.905658000000000,HDMI CEC,Acknowledgment = 1
3.908085000000000,HDMI CEC,Opcode '164' (0xA4) (Invalid)
3.927521500000000,HDMI CEC,End of Message = 0
3.929952000000000,HDMI CEC,Acknowledgment = 1
3.951817500000000,HDMI CEC,End of Message = 0
3.954248000000000,HDMI CEC,Acknowledgment = 1
3.976113000000000,HDMI CEC,End of Message = 0
3.978544000000000,HDMI CEC,Acknowledgment = 1
4.000412500000000,HDMI CEC,End of Message = 0
4.002843000000000,HDMI CEC,Acknowledgment = 1
4.024705500000000,HDMI CEC,End of Message = 1
4.027132000000000,HDMI CEC,Acknowledgment = 1
4.890849000000000,HDMI CEC,Start Sequence
4.895409500000000,HDMI CEC,Header SRC='0' (0x0) (TV), DST='5' (0x5) (AudioSystem)
4.914858000000000,HDMI CEC,End of Message = 0
4.917288000000000,HDMI CEC,Acknowledgment = 1
4.919716000000000,HDMI CEC,Opcode '164' (0xA4) (Invalid)
4.939165500000000,HDMI CEC,End of Message = 0
4.941595000000000,HDMI CEC,Acknowledgment = 1
4.963471500000000,HDMI CEC,End of Message = 0
4.965903500000000,HDMI CEC,Acknowledgment = 1
4.987780000000000,HDMI CEC,End of Message = 0
4.990211500000000,HDMI CEC,Acknowledgment = 1
5.012088500000000,HDMI CEC,End of Message = 0
5.014519500000000,HDMI CEC,Acknowledgment = 1
5.036399500000000,HDMI CEC,End of Message = 1
5.038830500000000,HDMI CEC,Acknowledgment = 1
5.894142500000000,HDMI CEC,Start Sequence
5.898698500000000,HDMI CEC,Header SRC='0' (0x0) (TV), DST='5' (0x5) (AudioSystem)
5.918135000000000,HDMI CEC,End of Message = 0
5.920562000000000,HDMI CEC,Acknowledgment = 1
5.922989500000000,HDMI CEC,Opcode '164' (0xA4) (Invalid)
5.942423000000000,HDMI CEC,End of Message = 0
5.944853000000000,HDMI CEC,Acknowledgment = 1
5.966720000000000,HDMI CEC,End of Message = 0
5.969149500000000,HDMI CEC,Acknowledgment = 1
5.991020000000000,HDMI CEC,End of Message = 1
5.993450500000000,HDMI CEC,Acknowledgment = 1
6.912788500000000,HDMI CEC,Start Sequence
